peers,seed,attack,model,dataset,status,accuracy,precision,recall,f1,attack_success_rate
10,18,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,18,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,18,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,18,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,18,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,18,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,19,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,19,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,19,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,19,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,19,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,19,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,20,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,20,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,20,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,20,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,20,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,20,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,21,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,21,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,21,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,21,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,21,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,21,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,22,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,22,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,22,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,22,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,22,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,22,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,23,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,23,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,23,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,23,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,23,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,23,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,24,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,24,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,24,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,24,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,24,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,24,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,25,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,25,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,25,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,25,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,25,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,25,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,26,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,26,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,26,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,26,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,26,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,26,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,27,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,27,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,27,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,27,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,27,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,27,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,28,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,28,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,28,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,28,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,28,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,28,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,29,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,29,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,29,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,29,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,29,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
10,29,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,0,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,0,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,0,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,0,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,0,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,0,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,1,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,1,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,1,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,1,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,1,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,1,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,2,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,2,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,2,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,2,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,2,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,2,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,3,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,3,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,3,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,3,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,3,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,3,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,4,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,4,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,4,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,4,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,4,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,4,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,5,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,5,label-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,5,gaussian-noise,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,5,scaling-attack,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,5,random-update,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,5,backdoor,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
20,6,sign-flip,TODO_MODEL,TODO_DATASET,TODO_DATASET_OR_DEPLOYMENT_REQUIRED,TODO: evaluate on real held-out set,TODO: compute from labels/predictions,TODO: compute from labels/predictions,TODO: compute from precision/recall,TODO: define attack objective and evaluate
